family_id	provenance_json
2a5d7fc670c2aea7653bdb1418ea460f0763f046b0ed686f23c3b62fb8ced5d4	{"symbol":"_RNvXNtNtCscHgRw1M2fX5_5alloc3vec14spec_from_iterINtB4_3VeclEINtB2_12SpecFromIterlINtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB1q_3ops5range5RangejENCINvNtNtCseoayFEFQqjH_6client2io8ondemand14read_raw_tableNCNvMs1_B2D_NtB2D_8OnDemand3news1_0E0EE9from_iterB2H_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2aa2be2e9dda878a21acf4aaa148c47f1315195c11159943cc8c65e9dd41a334	{"symbol":"_RNvMs0_NtNtCseoayFEFQqjH_6client6config8loc_typeNtB5_7LocType16get_model_shared","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2bc56048b24176b1607f5a9248d31e911dbadb2c4ef1929d038361c9598f3289	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client6config9varp_typeNtB2_8VarpType6unpack","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2c6aa653e79cc9117fc5d7e24d1c3ff9484ba5db7554c56aa16de338349e6631	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client4core5worldNtB2_5World10set_ground","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2dc8640212bc24c9cb7f1b8dc92deb9c1b24b4a1925fbf672ed948ae9e486fa2	{"symbol":"_RINvMsa_NtCs1lJFy7o6pGX_9hashbrown3rawNtB6_13RawTableInner22fallible_with_capacityNtNtCscHgRw1M2fX5_5alloc5alloc6GlobalECs5bJpdm632qa_9deno_core.llvm.7196630428733431986","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2e362a31aab39ed588d22d840f93e3fd2eac128d48c942a652982ebbabb8ab91	{"symbol":"v8::internal::MutablePageMetadata::MutablePageMetadata(v8::internal::Heap*, v8::internal::BaseSpace*, unsigned long, unsigned long, unsigned long, v8::internal::VirtualMemory, v8::internal::PageSize)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2fb231e1308fccb0e5cd2ea0cedd178d50ff9ed88231713caf6d9bd1d1dcc2fa	{"symbol":"_RINvNtNtCs6ZjlLoI6YmX_3std6thread9lifecycle15spawn_uncheckedNCNvCs3JBA3HkGT3V_9host_play17spawn_slot_thread0uEB10_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
2ff72b912185d9b8008c8977b5fbd79f917e3a86fa0482096dcfcb04517c8b1a	{"symbol":"_RNvCs6rREvFdRhLb_7___rustc12___rust_alloc","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
30437fcfaa5c630b8e9b1f52ef2a51c22c3ed35446054ca94bdb8f5d5bebaea5	{"symbol":"_RNvXs_NtNtCscHgRw1M2fX5_5alloc3vec21spec_from_iter_nestedINtB6_3VecNtNtCs8BNLh0y6PrD_6script10isolate_fb13SceneEntityFpEINtB4_18SpecFromIterNestedB13_INtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB2x_5slice4iter4IterNtB15_16SceneEntityInputENvB15_9entity_fpEE9from_iterB17_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
30a3976e1ce582d122c89d7ce0c85b5511a4b1a8efa19f60de0033fef33df90c	{"symbol":"_RNvNtCsjCVkXGB5m1G_3api8snapshot16walk_widget_tree","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
31aff74db2a43b7a3971bfad1f70185af06b2345a2ad85703568a213207400bf	{"symbol":"_RNvNtCsdO8rEf1jYGK_3nav4pack12read_req_ids","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
31bbd5b78a030ef22c866978f570f339956f40758101982e843c85ba9d06b574	{"symbol":"v8::internal::GCCallbacksInSafepoint::CallbackData& std::__Cr::vector<v8::internal::GCCallbacksInSafepoint::CallbackData, std::__Cr::allocator<v8::internal::GCCallbacksInSafepoint::CallbackData> >::emplace_back<void (*&)(void*), void*&, v8::internal::GCCallbacksInSafepoint::GCType&>(void (*&)(void*), void*&, v8::internal::GCCallbacksInSafepoint::GCType&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
331ef57ca23ee25133da10ff950e228afba967a0dd3c7206d942b2dbf9859656	{"symbol":"cppgc::internal::CagedHeap::CagedHeap(v8::PageAllocator&, unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
339a40095a13144c3d90fd985fec97be00d4038bcd027dd421f98f87b84f8812	{"symbol":"_RNvMNtNtCsjSTgzKTFx8E_5tokio7runtime6signalNtB2_6Driver3new","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
3474ced2e745fb4a831577303fece12ca8f0d485133df40b21d489263c635be4	{"symbol":"v8::internal::Isolate::Enter()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
34835e55991ddad8e12d1e9b0ab1c03995a2e9cbd60ae14ec67260f563c66ce3	{"symbol":"_RINvMs6_NtCs1lJFy7o6pGX_9hashbrown3rawINtB6_8RawTableTNtNtCscHgRw1M2fX5_5alloc6string6StringuEE14reserve_rehashNCINvNtB8_3map11make_hasherBQ_uNtNtNtCs6ZjlLoI6YmX_3std4hash6random11RandomStateE0ECs33npTws88aW_8deno_ast","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
350e82cb33789002c06e2b9febd6ab799b77cdab4d0bebbc2908409673cf2cad	{"symbol":"_RINvNtNtCs6ZjlLoI6YmX_3std6thread9lifecycle15spawn_uncheckedNCNvNtNtCseoayFEFQqjH_6client2io13client_stream9tcp_write0uEB14_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
3526a15898cc24c91ffe28049308a349a0995daffb6da0f1246cee4adbe0b4f1	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growCsaibypAdu8fX_4host.llvm.17699297986347281159","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
35ade8e96517f8e8ea00b9dd01fe2a9e2db4dfa92c360385a0edf79e1731c488	{"symbol":"v8::internal::HeapProfiler::HeapProfiler(v8::internal::Heap*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
35c9fc1afa0cb835d15a2ed0694b5d8770a0e152eb0cba4d4520c53bdeaed60d	{"symbol":"_RNvNvNtCscHgRw1M2fX5_5alloc3fmt6format12format_inner","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
35e6f0f9976ea03318a2d43ca289c46cc38b85acc35045c428ed6b04c0a4fc27	{"symbol":"v8::internal::ElementsAccessor::InitializeOncePerProcess()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
35e78f0a0e872012e5d3ab66e80d34cfa19b567ed7b01f627b04116a14de0e1f	{"symbol":"std__shared_ptr__v8__ArrayBuffer__Allocator__CONVERT__std__unique_ptr","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
36198643ac80e2d51660aaf117be658f4c91cfa7f9cd0ad5866aa0640f6db19e	{"symbol":"v8::RegisterExtension(std::__Cr::unique_ptr<v8::Extension, std::__Cr::default_delete<v8::Extension> >)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
36e8d6c79d4203243eb4cf2227658311b693c9ba06400707d19018f95d81a0a5	{"symbol":"std::__Cr::deque<v8::internal::TurbofanCompilationJob*, std::__Cr::allocator<v8::internal::TurbofanCompilationJob*> >::__add_back_capacity()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
372ae53a11f2bdf70733d50514e75dbe17f17b594b5e03286eabb2f26e62f36c	{"symbol":"_RNvXsa_NtCscHgRw1M2fX5_5alloc3vecINtB5_3VecNtNtCs8BNLh0y6PrD_6script15rs2b0t_registry10SettingDefENtNtCsc36rpYXAlPq_4core5clone5Clone5cloneCs3JBA3HkGT3V_9host_play","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
38a0cb8c47eaa2056c011cec3dc85cdfb5f4a2666c90ec5eac16ce3ad7f3e158	{"symbol":"std__shared_ptr__v8__Platform__CONVERT__std__unique_ptr","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
38f6ae1a25b34f9f32fc78094fb187b3fd936397db4f1f6b7861e0db030d6c8e	{"symbol":"_RNvXsa_NtCscHgRw1M2fX5_5alloc3vecINtB5_3VecIBw_lEENtNtCsc36rpYXAlPq_4core5clone5Clone5cloneCseoayFEFQqjH_6client","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
390152630b1c8d7231daf3bc4bbeba80d43919ec544083bafd542b316c37e645	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client6client6clientNtB2_6Client11get_npc_pos","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
39fbe73b19a605479458b7e9c5e3d82938540d5dc15f09de42f3c117ac94347f	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client10datastruct10hash_tableINtB2_9HashTableNtNtNtB6_6dash3d5store11SharedModelE3newB6_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
3c97c345ff0aa1efa63d4298c46ffc3813b802896104348c00fa5b234145fa77	{"symbol":"v8::internal::Heap::SetUpSpaces(v8::internal::LinearAllocationArea&, v8::internal::LinearAllocationArea&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
3d88b744a459735c15b361a4c286f3e311b3c18b748e2edb3a35fc24317c4b52	{"symbol":"_RINvMNtCs5bJpdm632qa_9deno_core12gotham_stateNtB3_11GothamState3putNtNtB5_5tasks24V8CrossThreadTaskSpawnerEB5_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
3e5e164b86c7d3ea122b960b0ecd7c4361c932408bac7a1959d2e688d29f5390	{"symbol":"std::__Cr::pair<int, unsigned long>& std::__Cr::vector<std::__Cr::pair<int, unsigned long>, std::__Cr::allocator<std::__Cr::pair<int, unsigned long> > >::emplace_back<std::__Cr::pair<int, unsigned long> >(std::__Cr::pair<int, unsigned long>&&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
3ea6b7ef3e4809b2c595757bb5b28c2724c202f9649471266a374cd1f622738e	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growCs5bJpdm632qa_9deno_core.llvm.11458412362194599600","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
3fed89e0f53b4492788305da49c9c2eb2cb3a7d2a50c28ce8e621aee97dc5cb8	{"symbol":"v8::internal::FreeListManyCached::FreeListManyCached()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4091cfb523c06c1d5d7ece656a18793c86176d3f3d39a54e1d48011055427f50	{"symbol":"v8::internal::V8FileLogger::SetUp(v8::internal::Isolate*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
41038b466700ba353285575e7ee52bc2d9fecc3394d4f3b6e5bceea931723a35	{"symbol":"_RNvNtCscHgRw1M2fX5_5alloc5boxed14box_new_uninit","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
415dd4b3c72a86e81696931b9c819903aed6401b54791701b9d3b23c77d15a50	{"symbol":"_RNvMs0_NtNtCseoayFEFQqjH_6client6dash3d5modelNtB5_5Model17calculate_normals","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
419933c8fd6d0d374093e23d577824bab4c8be641d6c9155b2756151ffb0b459	{"symbol":"_RNvMs1_NtNtNtCsjSTgzKTFx8E_5tokio7runtime8blocking4poolNtB5_12BlockingPool3new","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
41de71e6ff4fec95445c5b078580c71dab0da7f5047fe6ad8186920d4d759399	{"symbol":"_RINvMs0_NtCsh45fz8A1of3_3tui3appNtB6_6TuiApp3newReEB8_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
41ea9e5a1ce7cd740a10b2a74b449f6d8a1242496c66b807fe0c1d16c55f6f4b	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growCsdO8rEf1jYGK_3nav.llvm.10127490155969273537","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
42fd7979472595bd542957fa78924499b6cc99d53299d790aa2cf18686188968	{"symbol":"_RNvXs_NtNtCscHgRw1M2fX5_5alloc3vec21spec_from_iter_nestedINtB6_3VeclEINtB4_18SpecFromIterNestedlINtNtNtNtCsc36rpYXAlPq_4core4iter8adapters6copied6CopiedINtNtB1B_7flatten7FlattenINtNtNtB1F_5slice4iter4IterAlj68_EEEE9from_iterCsjCVkXGB5m1G_3api","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4321aca5eb6d09c72924ba0c1e2203d171fa1d29b126b0174ef493772fc725c8	{"symbol":"_RNvMNtNtCsbuLvMvCFJgq_3mio5event6eventsNtB2_6Events13with_capacity","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4483c7318268ca517535c5ba2733f05497d864758818a4e6acc4d160cee79d2a	{"symbol":"_RNCINvMs0_NtNtCs6ZjlLoI6YmX_3std4sync4onceNtB8_4Once15call_once_forceNCINvMNtBa_9once_lockINtB1b_8OnceLockINtNtCscHgRw1M2fX5_5alloc5boxed3BoxAlj10000_EE10initializeNCINvB1a_11get_or_initNCNvMNtNtCseoayFEFQqjH_6client8graphics5pix3dNtB33_5Pix3D17init_colour_table0E0zE0E0B37_.llvm.15438048753611690243","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
448d57f07b8d24653caaa7fcfbd057cbd5e5c181204020de3dc6065f866082f2	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growCs6ZjlLoI6YmX_3std","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
44b468bcb63f9bc71280b33bae91a50dd3405152daf08b5e68625b4d225257f6	{"symbol":"void std::__Cr::__hash_table<std::__Cr::__hash_value_type<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*>, std::__Cr::__unordered_map_hasher<v8::internal::ThreadId, std::__Cr::__hash_value_type<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*>, v8::internal::Isolate::ThreadDataTable::Hasher, std::__Cr::equal_to<v8::internal::ThreadId>, true>, std::__Cr::__unordered_map_equal<v8::internal::ThreadId, std::__Cr::__hash_value_type<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*>, std::__Cr::equal_to<v8::internal::ThreadId>, v8::internal::Isolate::ThreadDataTable::Hasher, true>, std::__Cr::allocator<std::__Cr::__hash_value_type<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*> > >::__do_rehash<true>(unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
44e5d9c747a3933c6094de4239afc8ad1235a5ec4ab1891e53c683af9237bfa8	{"symbol":"_RNvXs4_NtNtCs5bJpdm632qa_9deno_core7modules15module_map_dataNtB5_13ModuleMapDataNtNtCsc36rpYXAlPq_4core7default7Default7default.llvm.12004744640282317067","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
468f43e36da24d2cfafd965d3dd3a3a27ee6838f71a45900701659a58c0decb0	{"symbol":"_RINvXNtNtCscHgRw1M2fX5_5alloc3vec14spec_from_elemINtB5_3VeclENtB3_12SpecFromElem9from_elemNtNtB7_5alloc6GlobalECseoayFEFQqjH_6client","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
469c2cfc65481f04e7a0b0d80414270de711c945a86d8ecff0ae9131416c82b9	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growCs3JBA3HkGT3V_9host_play.llvm.11506519677582338631","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
47500655bdb82fb36e8da6ba314c300b4e1ce026d7ca67672d52cd8d5119ee71	{"symbol":"_RNvMNtNtCseoayFEFQqjH_6client6client6clientNtB2_6Client8add_chat","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
47d507281cbd04f7fdd3ad90f9c010504bcfa4eb45a7edeb7e9d13c016ddbc27	{"symbol":"_RNvXsa_NtCscHgRw1M2fX5_5alloc3vecINtB5_3VecNtCs3JBA3HkGT3V_9host_play10SlotStatusENtNtCsc36rpYXAlPq_4core5clone5Clone5cloneBH_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
485cc6d3a6fa0d6044464e73b519db8a318534448a0207ab96e841dc5708ab0c	{"symbol":"v8::ArrayBuffer::Allocator::NewDefaultAllocator()","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
488ccd2972689c285f4bcf3859732b3e5b25566a2287e3395438624af7176a56	{"symbol":"_RINvXNtNtCscHgRw1M2fX5_5alloc3vec14spec_from_elemINtNtCsc36rpYXAlPq_4core6option6OptionINtB5_3VechEENtB3_12SpecFromElem9from_elemNtNtB7_5alloc6GlobalECseoayFEFQqjH_6client","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4bddbacd6e7c2d367e569e46953d56c431aea573962b5e266fa80b8fda61c3db	{"symbol":"cppgc::internal::HeapBase::HeapBase(std::__Cr::shared_ptr<cppgc::Platform>, std::__Cr::vector<std::__Cr::unique_ptr<cppgc::CustomSpaceBase, std::__Cr::default_delete<cppgc::CustomSpaceBase> >, std::__Cr::allocator<std::__Cr::unique_ptr<cppgc::CustomSpaceBase, std::__Cr::default_delete<cppgc::CustomSpaceBase> > > > const&, cppgc::Heap::StackSupport, cppgc::Heap::MarkingType, cppgc::Heap::SweepingType, cppgc::internal::GarbageCollector&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4c247950c8bf165c6c092af3219f112cb961d1258320f8483ce115fc1bbf168e	{"symbol":"_RINvMs6_NtCs1lJFy7o6pGX_9hashbrown3rawINtB6_8RawTableTjNtNtCs3ffjLCRwtey_2v86handle17FinalizerCallbackEE14reserve_rehashNCINvNtB8_3map11make_hasherjBR_NtNtNtCs6ZjlLoI6YmX_3std4hash6random11RandomStateE0EBV_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4c2522db83b87aa095d30844269d3f483987eef675b655a8fb5a70f8e2a7d761	{"symbol":"void std::__Cr::__hash_table<v8::internal::wasm::TypeCanonicalizer::CanonicalSingletonGroup, std::__Cr::hash<v8::internal::wasm::TypeCanonicalizer::CanonicalSingletonGroup>, std::__Cr::equal_to<v8::internal::wasm::TypeCanonicalizer::CanonicalSingletonGroup>, std::__Cr::allocator<v8::internal::wasm::TypeCanonicalizer::CanonicalSingletonGroup> >::__do_rehash<true>(unsigned long)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4d78d0f93d2bb6d4a0c610d85c5ccb18cf68275c4f037fa7a4ffc4f120ea63d3	{"symbol":"_RNvXs_NtNtCscHgRw1M2fX5_5alloc3vec21spec_from_iter_nestedINtB6_3VecNtNtCsjCVkXGB5m1G_3api8snapshot8VarpViewEINtB4_18SpecFromIterNestedB13_INtNtNtNtCsc36rpYXAlPq_4core4iter8adapters3map3MapINtNtNtB2l_3ops5range5RangejENCNvMs1_B15_NtB15_12GameSnapshot13rebuild_varps0EE9from_iterB17_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4dca13caf745cb432bb835cf795aa1269da67bc9b074a0978515bb9f293c6d76	{"symbol":"_RNvMs_NtNtCs6ZjlLoI6YmX_3std6thread6threadNtB4_6Thread3new","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4e5621c6fa23b01661d0c9e68ef46b7d91b11364438d91a8ff0b0491bd6a2759	{"symbol":"v8::internal::MinorGCJob::MinorGCJob(v8::internal::Heap*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4e8fa2ab74a16f103d775871f1ff9fb8027c1a3c525d53808a1f335fc748c462	{"symbol":"std::__Cr::pair<std::__Cr::__hash_iterator<std::__Cr::__hash_node<std::__Cr::__hash_value_type<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*>, void*>*>, bool> std::__Cr::__hash_table<std::__Cr::__hash_value_type<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*>, std::__Cr::__unordered_map_hasher<v8::internal::ThreadId, std::__Cr::__hash_value_type<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*>, v8::internal::Isolate::ThreadDataTable::Hasher, std::__Cr::equal_to<v8::internal::ThreadId>, true>, std::__Cr::__unordered_map_equal<v8::internal::ThreadId, std::__Cr::__hash_value_type<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*>, std::__Cr::equal_to<v8::internal::ThreadId>, v8::internal::Isolate::ThreadDataTable::Hasher, true>, std::__Cr::allocator<std::__Cr::__hash_value_type<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*> > >::__emplace_unique_key_args<v8::internal::ThreadId, std::__Cr::pair<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*> >(v8::internal::ThreadId const&, std::__Cr::pair<v8::internal::ThreadId, v8::internal::Isolate::PerIsolateThreadData*>&&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
4ea813d670f5aafb3c118a6c5210807a5ee6c6616502a8e28d197c65e44b6bf3	{"symbol":"_RNvXNtNtCseoayFEFQqjH_6client6config8loc_typeNtB2_9CachedLocNtNtNtB6_10datastruct8linkable13LinkableTrait8sentinel","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
501477c5d08457b5c238053adaa0a38374a3945dffae80d8458f6417743c02b7	{"symbol":"_RNvMNtCs3ffjLCRwtey_2v821isolate_create_paramsNtB2_12CreateParams8finalize","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
504b0641dc0dbb4133d68931a787fd8d2d08a11e516abbbff1e2708d60c6d79b	{"symbol":"_RNvMNtCs8BNLh0y6PrD_6script4loadNtB2_9JsLibrary7restore","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
51352243c3ef419b0629c113a9642e92acfb897c76cf3821219207148c5fdcd8	{"symbol":"_RNvMs_NtNtCseoayFEFQqjH_6client6config9spot_typeNtB4_8SpotType6unpack","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
51e2df5df35e0c78f2d6f51bd676c7c9cff213b9cbd61dd3ed1eb5de0c99e454	{"symbol":"_ZNSt4__Cr15allocate_sharedIN2v88internal7metrics8RecorderENS_9allocatorIS4_EEJETnNS_9enable_ifIXntsr8is_arrayIT_EE5valueEiE4typeELi0EEENS_10shared_ptrIS8_EERKT0_DpOT1_","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
52a4a0ca1b14b209ff494dddc71f2cdc286878eccc2e32133f42f0b6e0b9aad0	{"symbol":"_RNvXs8_NtCs8BNLh0y6PrD_6script4loadNtB5_6JsCardNtNtCsc36rpYXAlPq_4core5clone5Clone5clone","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
52e3502a02f1e0979a53b6a0df6729a8d0cab14ffb903b2f0d2a65a2b050b1cd	{"symbol":"std::__Cr::pair<std::__Cr::__tree_iterator<v8::base::RegionAllocator::Region*, std::__Cr::__tree_node<v8::base::RegionAllocator::Region*, void*>*, long>, bool> std::__Cr::__tree<v8::base::RegionAllocator::Region*, v8::base::RegionAllocator::AddressEndOrder, std::__Cr::allocator<v8::base::RegionAllocator::Region*> >::__emplace_unique_key_args<v8::base::RegionAllocator::Region*, v8::base::RegionAllocator::Region* const&>(v8::base::RegionAllocator::Region* const&, v8::base::RegionAllocator::Region* const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
52fd6f2fdb960c75d6a302149ab0ebde810845295537508945823afeb4b84dd6	{"symbol":"v8::platform::DefaultPlatform::DefaultPlatform(int, v8::platform::IdleTaskSupport, std::__Cr::unique_ptr<v8::TracingController, std::__Cr::default_delete<v8::TracingController> >, v8::platform::PriorityMode)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
53235dbf919a2e4a96f4c9958342109c2a3db8faaf542c7f9f2d4dbd491e0a52	{"symbol":"_RINvMs6_NtCs1lJFy7o6pGX_9hashbrown3rawINtB6_8RawTableTNtNtCsjCVkXGB5m1G_3api8snapshot9WorldTileINtNtCscHgRw1M2fX5_5alloc3vec3VecjEEE14reserve_rehashNCINvNtB8_3map11make_hasherBQ_B1v_NtNtNtCs6ZjlLoI6YmX_3std4hash6random11RandomStateE0ECsdO8rEf1jYGK_3nav","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
53478f19ea5fe9a6b3dea01118e093c155d769afd012143a1d8e445a3086a1d7	{"symbol":"_RNvMs5_NtCscHgRw1M2fX5_5alloc7raw_vecNtB5_11RawVecInner11finish_growCsb01T59netEQ_8wgpu_hal.llvm.12642998756741189786","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
53ac3631f42df5b49d4fad740c7d5cbb8833f3db194a8d892f08cc32e8c538e5	{"symbol":"std::__Cr::pair<std::__Cr::__hash_iterator<std::__Cr::__hash_node<v8::internal::MemoryChunk const*, void*>*>, bool> std::__Cr::__hash_table<v8::internal::MemoryChunk const*, v8::base::hash<v8::internal::MemoryChunk const*>, std::__Cr::equal_to<v8::internal::MemoryChunk const*>, std::__Cr::allocator<v8::internal::MemoryChunk const*> >::__emplace_unique_key_args<v8::internal::MemoryChunk const*, v8::internal::MemoryChunk const* const&>(v8::internal::MemoryChunk const* const&, v8::internal::MemoryChunk const* const&)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
53b09ddf21c09e3bf7d9e3a9d3d47f453324e322aa8784521cc912b9837dea2d	{"symbol":"_RNvCsdgoXfPE8R7h_20signal_hook_registry23register_unchecked_impl","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
549d2828f4bd60b6f928e9649aeef9539a53e8115de8c250dc64ff495cff50ca	{"symbol":"_RNvNtNtNtNtNtCs6ZjlLoI6YmX_3std3sys3pal4unix14stack_overflow11thread_info16set_current_info","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
54f28f909c1b60a73faec748454b11c9412612ccdf73a4973c06a7d388e9fa00	{"symbol":"v8::internal::Heap::SetUp(v8::internal::LocalHeap*)","file":"","line":0,"domain":"allocator_or_native_boundary","ownership":"unknown","anchor":null}
